button2,button3,door26,
button3,button2,door26,door14,
door26,button2,button3,button69,
button69,door26,door17,door35,button70,
door17,button69,door35,button70,
door35,button69,door17,button70,button9,
button70,button69,door17,door35,
button9,door35,button53,door12,
button53,button9,door12,
door12,button9,button53,button98,
button98,door12,button99,
button99,button98,door7,
door7,button99,button48,
button48,door7,door5,
door5,door1,button48,button49,
button49,door1,door5,
door1,button12,door5,button49,
button12,door1,door0,
door0,button12,button47,
button47,door0,door2,
door2,button47,door11,
door11,door2,button37,
button37,door11,door28,
door28,button37,button28,
button28,door28,door34,
door34,button28,button33,
button33,door34,button34,
button34,button33,door30,
door30,button34,button20,
button20,door30,door37,
door37,button20,button61,
button61,button25,door3,door37,
button25,door3,door4,button61,
door3,button25,door4,button61,
door4,button25,door3,button30,
button30,door4,door8,
door8,button30,button71,
button71,door8,door13,
door13,button71,
door14,button3,button64,
button64,door14,button65,button66,door15,
button65,button64,button66,door15,
button66,button64,button65,door15,button86,
door15,button64,button65,button66,
button86,button66,door19,
door19,button86,button32,
button32,button31,door19,door22,
door22,button31,button32,
button31,door36,button32,door22,
door36,button31,button88,
button88,door36,button87,
button87,button88,button89,door38,
button89,button87,door38,
door38,button87,button89,
Tried Doordoor26,
Tried Doordoor35,
Tried Doordoor12,
Tried Doordoor7,
Tried Doordoor2,
Tried Doordoor34,
Tried Doordoor30,
Tried Doordoor37,
Tried Doordoor30,
Tried Doordoor17,
Tried Doordoor30,
Tried Doordoor17,
Tried Doordoor7,
Tried Doordoor4,
Tried Doordoor13,
Tried Doordoor36,
Tried Doordoor38,
Tried Doordoor36,
exploration time,324,
cycleNumber,7586,
Run time,1420,
test status,true,
