posx,posy,posz,tick,turn
2.0,0.7511,12.0,1,1
2.0,0.7511,12.0,1,2
2.0,0.7511,12.0,1,3
2.0,0.7511,12.0,1,4
2.0,0.7511,12.0,1,5
2.0,0.7511,12.0,1,6
2.0,0.7511,12.0,1,7
2.0,0.7511,12.0,1,8
1.8544856,0.7511,12.582056,1,9
2.3471782,0.75110006,13.452203,1,10
2.5442553,0.7511,13.800261,1,11
3.4310644,0.7511,13.953522,1,12
4.4303846,0.7511,13.989006,1,13
4.872146,0.75110006,14.773076,1,14
4.872146,0.7511,14.773076,1,15
4.872146,0.7511,14.773076,1,16
4.872146,0.7511,14.773076,1,17
4.872146,0.7511,14.773076,1,18
4.872146,0.7511,14.773076,1,19
4.872146,0.7511,14.773076,1,20
4.872146,0.7511,14.773076,1,21
4.872146,0.7511,14.773076,1,22
4.872146,0.7511,14.773076,1,23
4.7879047,0.7511,14.280249,1,24
5.4175086,0.75110006,13.503397,1,25
5.8582315,0.7511,12.9596,1,26
5.8582315,0.7511,12.9596,1,27
5.8582315,0.7511,12.9596,1,28
5.7982674,0.7511,13.039621,1,29
6.6304746,0.7511,13.593996,1,30
7.0465784,0.7511,13.871183,1,31
7.0465784,0.7511,13.871183,1,32
7.0465784,0.7511,13.871183,1,33
7.0465784,0.7511,13.871183,1,34
7.0465784,0.7511,13.871183,1,35
7.0465784,0.7511,13.871183,1,36
7.0465784,0.7511,13.871183,1,37
7.0465784,0.7511,13.871183,1,38
7.0465784,0.7511,13.871183,1,39
7.0465784,0.7511,13.871183,1,40
7.138592,0.7511,13.832036,1,41
7.472562,0.75110006,14.774567,1,42
7.6061497,0.7511,15.151579,1,43
8.349869,0.7511,15.819996,1,44
9.019217,0.7511,16.421572,1,45
9.019217,0.7511,16.421572,1,46
9.019217,0.7511,16.421572,1,47
9.019217,0.7511,16.421572,1,48
9.019217,0.7511,16.421572,1,49
9.019217,0.7511,16.421572,1,50
9.019217,0.7511,16.421572,1,51
9.019217,0.7511,16.421572,1,52
9.019217,0.7511,16.421572,1,53
8.952375,0.7511,16.495943,1,54
8.952375,0.7511,16.495943,1,55
8.206444,0.75110006,15.829995,1,56
7.9080715,0.7511,15.563616,1,57
6.934976,0.7511,15.333431,1,58
5.9949026,0.75110006,14.762343,1,59
5.1402903,0.75110006,14.243174,1,60
5.049164,0.7511,14.734774,1,61
5.049164,0.7511,14.734774,1,62
5.049164,0.7511,14.734774,1,63
4.849174,0.7511,14.734774,1,64
4.775694,0.7511,14.240228,1,65
5.645673,0.7511,14.733215,1,66
6.3416557,0.7511,15.127605,1,67
7.3268633,0.7511,15.298679,1,68
7.425384,0.7511,15.315787,1,69
7.425384,0.7511,15.315787,1,70
7.425384,0.7511,15.315787,1,71
7.425384,0.7511,15.315787,1,72
7.425384,0.7511,15.315787,1,73
7.425384,0.7511,15.315787,1,74
7.425384,0.7511,15.315787,1,75
7.425384,0.7511,15.315787,1,76
7.425384,0.7511,15.315787,1,77
7.425384,0.7511,15.315787,1,78
7.425384,0.7511,15.315787,1,79
7.425384,0.7511,15.315787,1,80
7.325425,0.7511,15.313093,1,81
7.3577585,0.75110006,16.312521,1,82
7.370692,0.7511,16.712292,1,83
7.1628065,0.7511,17.690393,1,84
6.891292,0.7511,18.335554,1,85
6.819333,0.7511,18.581692,1,86
6.0905476,0.7511,18.865911,1,87
5.095499,0.7511,18.964794,1,88
5.095499,0.7511,18.964794,1,89
5.095499,0.7511,18.964794,1,90
5.095499,0.7511,18.964794,1,91
5.095499,0.7511,18.964794,1,92
5.095499,0.7511,18.964794,1,93
5.095499,0.7511,18.964794,1,94
5.095499,0.7511,18.964794,1,95
5.095499,0.7511,18.964794,1,96
5.095499,0.7511,18.964794,1,97
5.095499,0.7511,18.964794,1,98
5.095499,0.7511,18.964794,1,99
5.791935,0.7511,19.034994,1,100
6.788088,0.7511,19.122051,1,101
7.38578,0.7511,19.174286,1,102
6.7098603,0.75110006,19.911194,1,103
6.0339403,0.7511001,20.6481,1,104
5.3580203,0.75110006,21.385008,1,105
4.8848767,0.7511,21.900843,1,106
4.8848767,0.7511,21.900843,1,107
4.8848767,0.7511,21.900843,1,108
4.8848767,0.7511,21.900843,1,109
4.8848767,0.7511,21.900843,1,110
4.8848767,0.7511,21.900843,1,111
4.8848767,0.7511,21.900843,1,112
4.8848767,0.7511,21.900843,1,113
4.8848767,0.7511,21.900843,1,114
4.8848767,0.7511,21.900843,1,115
4.8848767,0.7511,21.900843,1,116
4.8848767,0.7511,21.900843,1,117
4.8848767,0.7511,21.900843,1,118
4.8848767,0.7511,21.900843,1,119
5.880534,0.7511,21.808289,1,120
6.179231,0.7511,21.780521,1,121
