posx,posy,posz
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.0
1.0,0.7511,1.19999
0.9501754,0.75110006,1.7978876
0.8920467,0.75110006,2.4954348
0.82000834,0.7511,3.5912204
1.3869239,0.7511,3.7876146
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.7648677,0.7511,3.918544
1.1667966,0.7511,3.8708475
0.942933,0.75110006,4.449875
0.83944553,0.7511,4.9390225
0.8264366,0.7511,5.5388513
0.8200022,0.75110006,6.238631
0.82000214,0.75110006,7.037971
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
0.82000214,0.7511,7.436407
1.0199922,0.7511,7.436407
1.4543215,0.7511,7.8503175
1.8886509,0.7511,8.264228
2.0334275,0.7511,8.402199
2.0334275,0.7511,8.402199
2.0334275,0.7511,8.402199
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.602188
2.0334275,0.7511,8.802178
2.0334275,0.7511,8.802178
2.132767,0.7511,8.790749
2.3974807,0.75110006,9.090599
2.724595,0.7511,9.593551
2.9426713,0.7511,9.928852
3.2850716,0.75110006,10.421524
3.6274717,0.75110006,10.914197
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.337726,0.7511,11.079964
4.537716,0.7511,11.079964
4.537716,0.7511,11.079964
4.0597205,0.75110006,11.121971
3.5653386,0.7511,10.626453
3.2828345,0.7511,10.343301
2.949817,0.7511,9.844238
2.7278051,0.7511,9.51153
2.4879334,0.7511,8.961597
2.3730123,0.7511,8.797924
2.1782417,0.7511,8.410333
2.1799943,0.7511,7.912153
1.9367679,0.7511,7.363696
1.6535182,0.7511,6.8347974
1.3702685,0.7511,6.305899
1.0837351,0.7511,5.7787724
0.89271283,0.7511,5.4273543
0.85021794,0.7511,4.8288913
0.8200071,0.75110006,4.131034
1.4163117,0.75110006,4.0648165
1.7144642,0.7511,4.031708
1.7144642,0.7511,4.031708
1.7144642,0.7511,4.031708
1.9144541,0.7511,4.031708
1.3228714,0.7511,3.931738
1.02708,0.7511,3.8817532
0.9181489,0.75110006,4.471751
0.82737285,0.7511,4.9634166
1.0052334,0.75110006,5.430686
1.183094,0.75110006,5.8979554
1.5180084,0.75110006,6.512596
1.8787227,0.75110006,7.1124597
2.084845,0.7511,7.455239
2.1683545,0.75110006,8.150205
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.585015
2.1820161,0.7511,8.785006
2.7585304,0.7511,8.820005
3.3544898,0.7511,8.820005
3.6008723,0.7511,8.813348
3.8281994,0.75110006,8.34703
3.8352745,0.7511,7.947112
4.533556,0.75110006,7.898599
5.1320834,0.75110006,7.857016
5.5311017,0.7511,7.8292947
5.5311017,0.7511,7.8292947
5.5311017,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.7310915,0.7511,7.8292947
5.717285,0.7511,7.6297817
5.6215987,0.7511,7.037491
5.681919,0.7511,6.846815
5.820006,0.75110006,6.370582
5.820006,0.75110006,5.7730813
6.251069,0.7511001,5.257044
6.7486563,0.7511001,4.7647552
7.245357,0.75110006,4.271562
7.458229,0.75110006,4.0601935
7.458229,0.7511,4.0601935
7.458229,0.7511,4.0601935
7.458229,0.7511,4.0601935
7.458229,0.7511,4.0601935
7.458229,0.7511,4.0601935
7.458229,0.7511,4.0601935
7.658219,0.7511,4.0601935
7.658219,0.7511,4.0601935
7.561587,0.7511,3.4680567
7.44885,0.75110006,2.77723
7.320008,0.75110006,1.9877139
7.1718755,0.75110006,1.5087467
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.0158548
7.179988,0.7511,1.2158449
7.229367,0.7511,1.8027874
7.358948,0.7511,2.3885968
7.510127,0.75110006,3.072041
7.618111,0.7511,3.5602155
7.6271234,0.7511,4.160118
7.636135,0.7511,4.7600203
7.643645,0.7511,5.2599387
