posx,posy,posz
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
2.0,0.7511,12.0
1.8544856,0.75110006,12.582056
2.1501012,0.75110006,13.104144
2.494986,0.75110006,13.713246
3.1354613,0.7511,13.902434
3.4310644,0.7511,13.953522
4.0306563,0.7511,13.9748125
4.4303846,0.7511,13.989006
4.773977,0.75110006,14.598838
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.872146,0.7511,14.773076
4.7879047,0.7511,14.280249
5.2286277,0.75110006,13.736453
5.8582315,0.7511,12.9596
5.8582315,0.7511,12.9596
5.8582315,0.7511,12.9596
6.058222,0.7511,12.9596
6.5108557,0.7511,13.353412
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.114367,0.7511,13.878492
7.3143573,0.7511,13.878492
7.3143573,0.7511,13.878492
7.458119,0.7511,14.460983
7.6258407,0.7511,15.140557
8.068139,0.7511,15.545941
8.584153,0.75110006,16.01889
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.424273
9.026452,0.7511,16.624264
9.026452,0.7511,16.624264
8.58907,0.75110006,16.21358
8.078791,0.75110006,15.734448
7.8601003,0.7511,15.529107
7.2740207,0.7511,15.400753
6.7856207,0.7511,15.293792
6.278557,0.75110006,14.973089
5.7714925,0.75110006,14.652387
5.095407,0.75110006,14.224784
4.926386,0.7511,14.117883
4.926386,0.7511,14.117883
4.926386,0.7511,14.117883
5.1263757,0.7511,14.117883
5.5962944,0.7511,14.490898
6.1445327,0.75110006,14.926084
6.3011727,0.7511,15.050422
6.3011727,0.7511,15.050422
6.3011727,0.7511,15.050422
6.3011727,0.7511,15.050422
6.3011727,0.7511,15.050422
6.3011727,0.7511,15.050422
