posx,posy,posz
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.0,0.7511,5.0
68.17469,0.75110006,5.573976
68.41156,0.75110006,6.1244025
68.70174,0.75110006,6.761389
68.950356,0.75110006,7.307422
69.11473,0.75110006,6.9138036
69.1639,0.7511,6.7199535
69.28094,0.75110006,6.1490803
69.86919,0.75110006,6.0310464
70.45743,0.75110006,5.913012
70.94763,0.75110006,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.94763,0.7511,5.8200197
70.74764,0.7511,5.8200197
70.17561,0.75110006,6.000973
69.69892,0.7511,6.1517677
69.37581,0.75110006,6.196116
69.17691,0.7511,6.5398006
69.179985,0.7511,7.1337643
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
69.179985,0.7511,7.4226723
68.979996,0.7511,7.4226723
68.59442,0.75110006,7.8823404
68.144585,0.7511001,8.418619
67.759,0.75110006,8.878286
67.2449,0.75110006,9.491177
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.79506,0.7511,10.027455
66.59507,0.7511,10.027455
66.8274,0.75110006,10.487776
66.82001,0.7511,11.256604
66.82001,0.7511,11.256604
66.82,0.75110006,11.827183
66.82001,0.75110006,12.497612
66.86566,0.75110006,13.060755
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
66.920044,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.386504
67.12003,0.7511,13.186514
67.12003,0.7511,13.186514
67.12003,0.7511,13.186514
67.12003,0.7511,12.986524
66.97747,0.75110006,13.397501
66.97747,0.7511,13.397501
66.97747,0.7511,13.397501
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.597491
66.97747,0.7511,13.797482
66.75011,0.75110006,14.012356
66.07092,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.44851,0.7511,14.020017
65.6485,0.7511,14.020017
66.23564,0.7511,14.14342
66.58633,0.75110006,14.181817
66.82743,0.7511,14.484475
66.820015,0.75110006,15.082827
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.35226
66.82001,0.7511,15.55225
66.82001,0.7511,15.55225
67.31331,0.75110006,15.210765
67.46938,0.75110006,14.735774
67.814926,0.7511001,14.2453
68.16047,0.7511,13.7548275
68.85504,0.75110006,13.668078
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.655686
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.95426,0.7511,13.455696
68.55532,0.7511,13.48447
68.699455,0.75110006,13.963217
68.90125,0.7511,14.633463
69.045395,0.7511,15.11221
69.08063,0.7511,15.711145
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
69.14523,0.7511,16.80919
68.73282,0.75110006,17.244944
68.52661,0.7511,17.46282
68.75287,0.75110006,18.12521
68.979126,0.7511,18.787598
69.079956,0.75110006,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
69.079956,0.7511,19.423187
