posx,posy,posz
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.0,0.7511,14.0
43.26413,0.7511,14.142222
42.695087,0.75110006,13.952072
42.07919,0.7511001,14.217804
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
41.992344,0.7511,14.267375
42.192337,0.7511,14.267375
42.788017,0.7511,14.195762
43.383698,0.7511,14.124149
44.07866,0.75110006,14.040601
44.67434,0.75110006,13.968987
45.27002,0.75110006,13.897375
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
45.8657,0.7511,13.825762
46.06569,0.7511,13.825762
46.665565,0.7511,13.820002
47.265198,0.75110006,13.820002
47.537888,0.7511,13.820002
47.916187,0.7511,14.146905
48.445805,0.75110006,14.604569
48.8241,0.7511,14.931473
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
49.12674,0.7511,15.192996
48.92675,0.7511,15.192996
48.759018,0.75110006,15.769043
48.591286,0.7511001,16.345089
48.423553,0.75110006,16.921137
48.227867,0.7511001,17.593191
48.060135,0.75110006,18.169237
47.920357,0.7511001,18.649277
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,18.9373
47.83649,0.7511,19.137291
47.78874,0.7511,19.655483
47.360523,0.7511001,20.069729
46.917564,0.75110006,20.474388
46.40092,0.7511001,20.946648
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.253307,0.7511,21.08158
46.053314,0.7511,21.08158
45.45386,0.7511,21.106483
44.85441,0.7511,21.131386
44.15505,0.75110006,21.16044
43.5556,0.75110006,21.179995
42.956654,0.75110006,21.179996
42.4609,0.75110006,21.179996
42.4609,0.7511,21.179996
42.4609,0.7511,21.179996
42.4609,0.7511,21.179996
42.4609,0.7511,21.179996
42.4609,0.7511,21.179996
42.4609,0.7511,21.179996
